employee_number,eeceeid,eeccoid,first_name,preferred_first_name,last_name,email_address,date_of_birth,original_hire_date,seniority_date,retirement_date,job_code,job_title,job_family_code,employee_type_code,employment_status_code,employment_status,company_code,location_code,org_level_1_code,supervisor_employee_number,supervisor_name,supervisor_email,primary_key,secondary_key,scheduled_fte,termination_date
100751,EE100751,CO004,Laura,Laura,White,laura.white@alpineconstruction.com,1997-02-26,2019-09-11,2019-09-11,,56TRD2,Journeyman Technician,TRD,RFT,A,Active,ALPNC,115,30,102360,"Castillo, Timothy",timothy.castillo@westmarkmanufacturing.com,100751_ALPNC,EE100751_CO004,1.0,
100752,EE100752,CO002,Eric,Eric,Morris,eric.morris@westmarkmanufacturing.com,2001-07-14,2019-09-11,2019-09-11,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,WSTMF,106,130,100791,"Castillo, Aisha",aisha.castillo@westmarkmanufacturing.com,100752_WSTMF,EE100752_CO002,1.0,2026-01-28
100753,EE100753,CO003,Yuki,Yuki,Gomez,yuki.gomez@prairieresources.ca,1997-07-22,2019-09-13,2019-09-13,,70MKT1,Marketing Coordinator,MKTG,CON,T,Terminated,PRMRE,123,90,,,,100753_PRMRE,EE100753_CO003,1.0,2021-02-04
100754,EE100754,CO002,Nicole,Nicole,Evans,nicole.evans@westmarkmanufacturing.com,1977-02-20,2019-09-13,2019-09-13,,27HR3,Senior HR Generalist,HR,RFT,A,Active,WSTMF,111,110,100019,"Wright, Kenji",kenji.wright@northernpipeline.com,100754_WSTMF,EE100754_CO002,1.0,
100755,EE100755,CO001,Jeffrey,Jeffrey,Jackson,jeffrey.jackson@northernpipeline.com,1997-03-15,2019-09-13,2019-09-13,,07ACC2,Accountant,ACCTG,RFT,A,Active,NRTHP,111,140,,,,100755_NRTHP,EE100755_CO001,1.0,
100756,EE100756,CO001,Jennifer,Jennifer,Chen,jennifer.chen@northernpipeline.com,1961-03-03,2019-09-13,2019-09-13,,18ENG1,Junior Engineer,ENGR,CON,T,Terminated,NRTHP,118,60,102844,"Allen, Michael",michael.allen@northernpipeline.com,100756_NRTHP,EE100756_CO001,1.0,2019-11-29
100757,EE100757,CO001,Helen,Helen,Wong,helen.wong@northernpipeline.com,1983-01-31,2019-09-13,2019-09-13,,95LEG3,Legal Counsel,LEGAL,RFT,T,Terminated,NRTHP,118,190,,,,100757_NRTHP,EE100757_CO001,1.0,2019-09-28
100758,EE100758,CO003,Diane,Diane,Nelson,diane.nelson@prairieresources.ca,1986-05-22,2019-09-13,2019-09-13,,16CSR4,Customer Service Team Lead,CSR,RPT,A,Active,PRMRE,121,20,,,,100758_PRMRE,EE100758_CO003,0.66,
100759,EE100759,CO004,Karen,Karen,Shah,karen.shah@alpineconstruction.com,1996-03-15,2019-09-13,2019-09-13,,42SAL2,Account Executive,SALES,TFT,T,Terminated,ALPNC,104,210,,,,100759_ALPNC,EE100759_CO004,1.0,2020-07-08
100760,EE100760,CO004,Laura,Laura,Parker,laura.parker@alpineconstruction.com,1980-02-24,2019-09-13,2019-09-13,,35IT3,Senior Developer,IT,TFT,T,Terminated,ALPNC,115,130,101190,"Morris, Julie",julie.morris@prairieresources.ca,100760_ALPNC,EE100760_CO004,1.0,2025-10-25
100761,EE100761,CO001,Susan,Susan,Shah,susan.shah@northernpipeline.com,1993-08-20,2019-09-16,2019-09-16,,26HR2,HR Generalist,HR,RFT,T,Terminated,NRTHP,111,140,,,,100761_NRTHP,EE100761_CO001,1.0,2021-06-09
100762,EE100762,CO002,Ronald,Ronald,Moore,ronald.moore@westmarkmanufacturing.com,1986-03-18,2019-09-16,2019-09-16,,08ACC3,Senior Accountant,ACCTG,RFT,T,Terminated,WSTMF,111,240,100802,"Brown, Laura",laura.brown@alpineconstruction.com,100762_WSTMF,EE100762_CO002,1.0,2022-08-28
100763,EE100763,CO002,Anna,Anna,Bailey,anna.bailey@westmarkmanufacturing.com,1962-04-10,2019-09-17,2019-09-17,,20ENG3,Senior Engineer,ENGR,RFT,A,Active,WSTMF,102,100,,,,100763_WSTMF,EE100763_CO002,1.0,
100764,EE100764,CO003,Brandon,Brandon,Foster,brandon.foster@prairieresources.ca,1988-01-04,2019-09-17,2019-09-17,,19ENG2,Engineer,ENGR,RFT,T,Terminated,PRMRE,100,30,101389,"Stewart, Jacob",jacob.stewart@alpineconstruction.com,100764_PRMRE,EE100764_CO003,1.0,2020-09-15
100765,EE100765,CO001,Henry,Henry,Sanchez,henry.sanchez@northernpipeline.com,1975-12-16,2019-09-17,2019-09-17,,36IT3,Senior Systems Administrator,IT,RFT,T,Terminated,NRTHP,102,240,101786,"Cox, Kevin",kevin.cox@alpineconstruction.com,100765_NRTHP,EE100765_CO001,1.0,2023-10-10
100766,EE100766,CO003,Alexander,Alexander,Brown,alexander.brown@prairieresources.ca,1995-07-17,2019-09-18,2019-09-18,,70MKT1,Marketing Coordinator,MKTG,RPT,A,Active,PRMRE,115,60,100038,"Edwards, Michael",michael.edwards@alpineconstruction.com,100766_PRMRE,EE100766_CO003,0.76,
100767,EE100767,CO001,Timothy,Timothy,Rivera,timothy.rivera@northernpipeline.com,1988-07-23,2019-09-18,2019-09-18,,01ADM1,Administrative Assistant,ADMIN,RFT,A,Active,NRTHP,120,200,,,,100767_NRTHP,EE100767_CO001,1.0,
100768,EE100768,CO003,Charles,Charles,Schneider,charles.schneider@prairieresources.ca,1970-02-03,2019-09-18,2019-09-18,,65TEC1,Field Technician,TECH,TFT,T,Terminated,PRMRE,116,240,,,,100768_PRMRE,EE100768_CO003,1.0,2024-08-27
100769,EE100769,CO003,Jose,Jose,Ruiz,jose.ruiz@prairieresources.ca,1994-03-09,2019-09-18,2019-09-18,,32IT1,IT Support Technician,IT,RFT,T,Terminated,PRMRE,115,150,102289,"Price, Angela",angela.price@prairieresources.ca,100769_PRMRE,EE100769_CO003,1.0,2022-02-28
100770,EE100770,CO001,Debra,Debra,Baker,debra.baker@northernpipeline.com,1969-01-18,2019-09-20,2019-09-20,,48OPS1,Operations Assistant,OPS,RFT,T,Terminated,NRTHP,100,180,102279,"Wood, John",john.wood@prairieresources.ca,100770_NRTHP,EE100770_CO001,1.0,2021-02-12
100771,EE100771,CO001,Emma,Emma,Eriksson,emma.eriksson@northernpipeline.com,1980-04-05,2019-09-20,2019-09-20,,43SAL3,Senior Account Executive,SALES,TFT,A,Active,NRTHP,119,70,102257,"Wong, Pierre",pierre.wong@northernpipeline.com,100771_NRTHP,EE100771_CO001,1.0,
100772,EE100772,CO001,Andrew,Andrew,Nguyen,andrew.nguyen@northernpipeline.com,1992-09-29,2019-09-20,2019-09-20,,61WHS2,Warehouse Clerk,WHSE,RPT,A,Active,NRTHP,108,70,,,,100772_NRTHP,EE100772_CO001,0.44,
100773,EE100773,CO004,Debra,Debra,Olsson,debra.olsson@alpineconstruction.com,1981-07-16,2019-09-20,2019-09-20,,27HR3,Senior HR Generalist,HR,RPT,A,Active,ALPNC,111,80,,,,100773_ALPNC,EE100773_CO004,0.64,
100774,EE100774,CO001,Aaron,Aaron,Wang,aaron.wang@northernpipeline.com,1978-07-30,2019-09-20,2019-09-20,,06ACC1,Accounts Receivable Clerk,ACCTG,RFT,T,Terminated,NRTHP,123,80,,,,100774_NRTHP,EE100774_CO001,1.0,2019-11-15
100775,EE100775,CO004,Nicholas,Nicholas,Schmidt,nicholas.schmidt@alpineconstruction.com,1981-01-13,2019-09-23,2019-09-23,,65TEC1,Field Technician,TECH,RFT,A,Active,ALPNC,100,30,101389,"Stewart, Jacob",jacob.stewart@alpineconstruction.com,100775_ALPNC,EE100775_CO004,1.0,
100776,EE100776,CO001,John,John,Myers,john.myers@northernpipeline.com,2001-07-11,2019-09-24,2019-09-24,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,NRTHP,103,240,,,,100776_NRTHP,EE100776_CO001,1.0,2020-02-21
100777,EE100777,CO004,Alexander,Alexander,Zhang,alexander.zhang@alpineconstruction.com,1995-04-05,2019-09-24,2019-09-24,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,ALPNC,124,190,,,,100777_ALPNC,EE100777_CO004,1.0,2023-02-26
100778,EE100778,CO003,Barbara,Barbara,Diaz,barbara.diaz@prairieresources.ca,1990-05-17,2019-09-25,2019-09-25,,20ENG3,Senior Engineer,ENGR,RFT,A,Active,PRMRE,122,100,101678,"Chavez, Eric",eric.chavez@westmarkmanufacturing.com,100778_PRMRE,EE100778_CO003,1.0,
100779,EE100779,CO003,Sarah,Sarah,Moore,sarah.moore@prairieresources.ca,1988-06-11,2019-09-25,2019-09-25,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,PRMRE,122,40,101880,"Roberts, Christine",christine.roberts@westmarkmanufacturing.com,100779_PRMRE,EE100779_CO003,1.0,2023-09-19
100780,EE100780,CO004,Zara,Zara,Zhang,zara.zhang@alpineconstruction.com,1981-01-15,2019-09-25,2019-09-25,,06ACC1,Accounts Receivable Clerk,ACCTG,RFT,T,Terminated,ALPNC,112,160,100151,"Bennett, Robert",robert.bennett@alpineconstruction.com,100780_ALPNC,EE100780_CO004,1.0,2020-03-31
100781,EE100781,CO001,Donna,Donna,Jimenez,donna.jimenez@northernpipeline.com,1986-05-26,2019-09-25,2019-09-25,,42SAL2,Account Executive,SALES,RFT,T,Terminated,NRTHP,103,30,,,,100781_NRTHP,EE100781_CO001,1.0,2020-10-13
100782,EE100782,CO003,Richard,Richard,Andersson,richard.andersson@prairieresources.ca,2000-11-30,2019-09-26,2019-09-26,,07ACC2,Accountant,ACCTG,RFT,T,Terminated,PRMRE,102,20,102972,"Ruiz, Maria",maria.ruiz@alpineconstruction.com,100782_PRMRE,EE100782_CO003,1.0,2023-01-19
100783,EE100783,CO004,Marie,Marie,Eriksson,marie.eriksson@alpineconstruction.com,1984-02-18,2019-09-27,2019-09-27,,57TRD3,Senior Technician,TRD,RFT,T,Terminated,ALPNC,115,190,100276,"Davis, Maria",maria.davis@alpineconstruction.com,100783_ALPNC,EE100783_CO004,1.0,2020-06-23
100784,EE100784,CO003,Lars,Lars,Shah,lars.shah@prairieresources.ca,1981-04-09,2019-09-27,2019-09-27,,38IT5,IT Manager,IT,RPT,T,Terminated,PRMRE,122,100,,,,100784_PRMRE,EE100784_CO003,0.75,2021-09-03
100785,EE100785,CO004,Mohammed,Mohammed,Nilsson,mohammed.nilsson@alpineconstruction.com,1982-08-12,2019-09-27,2019-09-27,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,ALPNC,104,240,,,,100785_ALPNC,EE100785_CO004,1.0,2023-10-29
100786,EE100786,CO003,Donna,Donna,Morales,donna.morales@prairieresources.ca,1977-02-11,2019-09-27,2019-09-27,,94LEG2,Paralegal,LEGAL,RFT,A,Active,PRMRE,121,230,102034,"Bailey, Amanda",amanda.bailey@alpineconstruction.com,100786_PRMRE,EE100786_CO003,1.0,
100787,EE100787,CO004,Isabella,Isabella,Lopez,isabella.lopez@alpineconstruction.com,1979-07-06,2019-09-27,2019-09-27,,38IT5,IT Manager,IT,RFT,A,Active,ALPNC,124,140,,,,100787_ALPNC,EE100787_CO004,1.0,
100788,EE100788,CO004,Janet,Janet,Collins,janet.collins@alpineconstruction.com,1983-04-05,2019-10-01,2019-10-01,,37IT4,Technical Lead,IT,RFT,A,Active,ALPNC,119,110,,,,100788_ALPNC,EE100788_CO004,1.0,
100789,EE100789,CO004,Barbara,Barbara,Watson,barbara.watson@alpineconstruction.com,1988-05-17,2019-10-01,2019-10-01,,48OPS1,Operations Assistant,OPS,RFT,A,Active,ALPNC,114,160,102948,"Diaz, Ashley",ashley.diaz@northernpipeline.com,100789_ALPNC,EE100789_CO004,1.0,
100790,EE100790,CO004,Brian,Brian,Yamamoto,brian.yamamoto@alpineconstruction.com,2001-05-12,2019-10-02,2019-10-02,,42SAL2,Account Executive,SALES,RFT,T,Terminated,ALPNC,112,150,102404,"Schneider, Patricia",patricia.schneider@alpineconstruction.com,100790_ALPNC,EE100790_CO004,1.0,2021-10-02
100791,EE100791,CO002,Aisha,Aisha,Castillo,aisha.castillo@westmarkmanufacturing.com,1983-09-06,2019-10-03,2019-10-03,,14CSR2,Customer Service Specialist,CSR,RFT,A,Active,WSTMF,106,130,,,,100791_WSTMF,EE100791_CO002,1.0,
100792,EE100792,CO002,Mary,Mary,Myers,mary.myers@westmarkmanufacturing.com,1985-03-26,2019-10-04,2019-10-04,,32IT1,IT Support Technician,IT,CON,T,Terminated,WSTMF,111,190,101390,"Harris, Kenneth",kenneth.harris@northernpipeline.com,100792_WSTMF,EE100792_CO002,1.0,2021-08-30
100793,EE100793,CO004,Stephen,Stephen,Jackson,stephen.jackson@alpineconstruction.com,1984-12-23,2019-10-04,2019-10-04,,43SAL3,Senior Account Executive,SALES,RPT,T,Terminated,ALPNC,121,50,101661,"Thomas, Sakura",sakura.thomas@alpineconstruction.com,100793_ALPNC,EE100793_CO004,0.63,2021-06-20
100794,EE100794,CO003,Brandon,Brandon,Ward,brandon.ward@prairieresources.ca,2000-03-02,2019-10-07,2019-10-07,,13CSR1,Customer Service Representative,CSR,RPT,T,Terminated,PRMRE,123,120,102934,"Schneider, Nicholas",nicholas.schneider@northernpipeline.com,100794_PRMRE,EE100794_CO003,0.56,2022-08-24
100795,EE100795,CO002,Kenneth,Kenneth,Martin,kenneth.martin@westmarkmanufacturing.com,1998-02-05,2019-10-07,2019-10-07,,41SAL1,Sales Representative,SALES,CON,T,Terminated,WSTMF,124,250,,,,100795_WSTMF,EE100795_CO002,1.0,2020-01-06
100796,EE100796,CO001,Stephen,Stephen,Reyes,stephen.reyes@northernpipeline.com,1977-07-07,2019-10-08,2019-10-08,,55TRD1,Apprentice Technician,TRD,TAW,T,Terminated,NRTHP,104,120,101422,"James, Hans",hans.james@northernpipeline.com,100796_NRTHP,EE100796_CO001,1.0,2021-10-12
100797,EE100797,CO001,Zara,Zara,Morgan,zara.morgan@northernpipeline.com,1987-12-06,2019-10-10,2019-10-10,,60WHS1,Warehouse Associate,WHSE,RPT,T,Terminated,NRTHP,114,60,101378,"Olsson, Robert",robert.olsson@alpineconstruction.com,100797_NRTHP,EE100797_CO001,0.57,2022-08-06
100798,EE100798,CO001,Steven,Steven,Cox,steven.cox@northernpipeline.com,1981-05-27,2019-10-11,2019-10-11,,72MKT3,Senior Marketing Specialist,MKTG,RFT,T,Terminated,NRTHP,101,100,,,,100798_NRTHP,EE100798_CO001,1.0,2023-06-16
100799,EE100799,CO002,Joyce,Joyce,Davis,joyce.davis@westmarkmanufacturing.com,1987-10-16,2019-10-11,2019-10-11,,06ACC1,Accounts Receivable Clerk,ACCTG,TFT,T,Terminated,WSTMF,108,250,102717,"Gray, Susan",susan.gray@westmarkmanufacturing.com,100799_WSTMF,EE100799_CO002,1.0,2022-06-27
100800,EE100800,CO002,Ingrid,Ingrid,Murphy,ingrid.murphy@westmarkmanufacturing.com,1987-01-19,2019-10-11,2019-10-11,,19ENG2,Engineer,ENGR,RFT,T,Terminated,WSTMF,124,140,100787,"Lopez, Isabella",isabella.lopez@alpineconstruction.com,100800_WSTMF,EE100800_CO002,1.0,2022-10-30
100801,EE100801,CO002,Rachel,Rachel,Campbell,rachel.campbell@westmarkmanufacturing.com,1978-01-11,2019-10-11,2019-10-11,,72MKT3,Senior Marketing Specialist,MKTG,RFT,T,Terminated,WSTMF,106,120,,,,100801_WSTMF,EE100801_CO002,1.0,2024-05-09
100802,EE100802,CO004,Laura,Laura,Brown,laura.brown@alpineconstruction.com,1993-10-11,2019-10-11,2019-10-11,,16CSR4,Customer Service Team Lead,CSR,RFT,A,Active,ALPNC,111,240,,,,100802_ALPNC,EE100802_CO004,1.0,
100803,EE100803,CO004,Heather,Heather,Karlsson,heather.karlsson@alpineconstruction.com,1987-03-17,2019-10-11,2019-10-11,,57TRD3,Senior Technician,TRD,RFT,T,Terminated,ALPNC,114,220,,,,100803_ALPNC,EE100803_CO004,1.0,2021-05-06
100804,EE100804,CO002,Anthony,Anthony,Myers,anthony.myers@westmarkmanufacturing.com,1992-01-09,2019-10-14,2019-10-14,,21ENG4,Principal Engineer,ENGR,RFT,A,Active,WSTMF,124,90,100652,"Smith, Larry",larry.smith@westmarkmanufacturing.com,100804_WSTMF,EE100804_CO002,1.0,
100805,EE100805,CO001,Amy,Amy,Miller,amy.miller@northernpipeline.com,1992-09-10,2019-10-14,2019-10-14,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,NRTHP,121,100,,,,100805_NRTHP,EE100805_CO001,1.0,2021-08-22
100806,EE100806,CO002,Christine,Christine,Wang,christine.wang@westmarkmanufacturing.com,1991-01-05,2019-10-14,2019-10-14,,43SAL3,Senior Account Executive,SALES,RFT,T,Terminated,WSTMF,105,10,,,,100806_WSTMF,EE100806_CO002,1.0,2020-05-31
100807,EE100807,CO002,Karen,Karen,Ortiz,karen.ortiz@westmarkmanufacturing.com,1985-02-21,2019-10-14,2019-10-14,,55TRD1,Apprentice Technician,TRD,CON,T,Terminated,WSTMF,108,220,101152,"Ross, Edward",edward.ross@northernpipeline.com,100807_WSTMF,EE100807_CO002,1.0,2020-02-23
100808,EE100808,CO003,Brenda,Brenda,Taylor,brenda.taylor@prairieresources.ca,1991-12-22,2019-10-14,2019-10-14,,36IT3,Senior Systems Administrator,IT,RFT,T,Terminated,PRMRE,118,140,,,,100808_PRMRE,EE100808_CO003,1.0,2025-12-28
100809,EE100809,CO004,Carol,Carol,Green,carol.green@alpineconstruction.com,1975-08-12,2019-10-15,2019-10-15,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,ALPNC,116,160,,,,100809_ALPNC,EE100809_CO004,1.0,2020-11-16
100810,EE100810,CO001,Barbara,Barbara,Parker,barbara.parker@northernpipeline.com,1996-08-14,2019-10-16,2019-10-16,,58TRD4,Lead Technician,TRD,RFT,A,Active,NRTHP,109,220,,,,100810_NRTHP,EE100810_CO001,1.0,
100811,EE100811,CO004,Ashley,Ashley,Smith,ashley.smith@alpineconstruction.com,1989-04-19,2019-10-18,2019-10-18,,18ENG1,Junior Engineer,ENGR,RFT,A,Active,ALPNC,116,240,,,,100811_ALPNC,EE100811_CO004,1.0,
100812,EE100812,CO001,Stephen,Stephen,Eriksson,stephen.eriksson@northernpipeline.com,1992-05-30,2019-10-18,2019-10-18,,55TRD1,Apprentice Technician,TRD,RFT,T,Terminated,NRTHP,102,30,100967,"Clark, Kenneth",kenneth.clark@prairieresources.ca,100812_NRTHP,EE100812_CO001,1.0,2023-03-06
100813,EE100813,CO004,Michelle,Michelle,Foster,michelle.foster@alpineconstruction.com,1973-08-15,2019-10-18,2019-10-18,,02ADM2,Administrative Coordinator,ADMIN,RFT,T,Terminated,ALPNC,116,30,102136,"Zhang, Anthony",anthony.zhang@northernpipeline.com,100813_ALPNC,EE100813_CO004,1.0,2024-10-16
100814,EE100814,CO002,Astrid,Astrid,Hall,astrid.hall@westmarkmanufacturing.com,1986-03-01,2019-10-18,2019-10-18,,26HR2,HR Generalist,HR,TAW,A,Active,WSTMF,100,220,100923,"Kelly, Barbara",barbara.kelly@prairieresources.ca,100814_WSTMF,EE100814_CO002,1.0,
100815,EE100815,CO001,Brandon,Brandon,Harris,brandon.harris@northernpipeline.com,1977-06-08,2019-10-18,2019-10-18,,13CSR1,Customer Service Representative,CSR,RFT,T,Terminated,NRTHP,124,210,102698,"Lee, Emma",emma.lee@westmarkmanufacturing.com,100815_NRTHP,EE100815_CO001,1.0,2020-09-04
100816,EE100816,CO004,Aisha,Aisha,Williams,aisha.williams@alpineconstruction.com,2001-07-22,2019-10-18,2019-10-18,,17CSR5,Customer Service Manager,CSR,RFT,T,Terminated,ALPNC,116,240,,,,100816_ALPNC,EE100816_CO004,1.0,2020-09-22
100817,EE100817,CO003,Heather,Heather,Anderson,heather.anderson@prairieresources.ca,1985-06-25,2019-10-23,2019-10-23,,72MKT3,Senior Marketing Specialist,MKTG,RFT,A,Active,PRMRE,105,230,,,,100817_PRMRE,EE100817_CO003,1.0,
100818,EE100818,CO002,Raymond,Raymond,Kumar,raymond.kumar@westmarkmanufacturing.com,1979-05-08,2019-10-23,2019-10-23,,41SAL1,Sales Representative,SALES,RFT,T,Terminated,WSTMF,124,50,101154,"Wilson, Andrew",andrew.wilson@alpineconstruction.com,100818_WSTMF,EE100818_CO002,1.0,2020-02-11
100819,EE100819,CO002,Jessica,Jessica,Schulz,jessica.schulz@westmarkmanufacturing.com,1986-12-28,2019-10-23,2019-10-23,,32IT1,IT Support Technician,IT,RFT,A,Active,WSTMF,115,240,102901,"Olsson, Charles",charles.olsson@westmarkmanufacturing.com,100819_WSTMF,EE100819_CO002,1.0,
100820,EE100820,CO002,Cynthia,Cynthia,Martinez,cynthia.martinez@westmarkmanufacturing.com,1976-11-27,2019-10-24,2019-10-24,,13CSR1,Customer Service Representative,CSR,RFT,A,Active,WSTMF,106,70,101220,"Perez, Brandon",brandon.perez@westmarkmanufacturing.com,100820_WSTMF,EE100820_CO002,1.0,
100821,EE100821,CO004,Catherine,Catherine,Morales,catherine.morales@alpineconstruction.com,1993-03-21,2019-10-24,2019-10-24,,63WHS4,Warehouse Lead,WHSE,RFT,A,Active,ALPNC,100,90,,,,100821_ALPNC,EE100821_CO004,1.0,
100822,EE100822,CO002,Ryan,Ryan,Zhang,ryan.zhang@westmarkmanufacturing.com,1973-02-21,2019-10-25,2019-10-25,,79ANL3,Senior Data Analyst,ANLYT,RFT,T,Terminated,WSTMF,104,160,,,,100822_WSTMF,EE100822_CO002,1.0,2021-08-24
100823,EE100823,CO004,Donna,Donna,Martinez,donna.martinez@alpineconstruction.com,1965-05-06,2019-10-25,2019-10-25,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,ALPNC,100,160,102626,"Diaz, Patricia",patricia.diaz@alpineconstruction.com,100823_ALPNC,EE100823_CO004,1.0,2020-11-18
100824,EE100824,CO004,Nicole,Nicole,Thompson,nicole.thompson@alpineconstruction.com,1990-12-31,2019-10-25,2019-10-25,,32IT1,IT Support Technician,IT,CON,T,Terminated,ALPNC,100,120,102980,"Jackson, Christopher",christopher.jackson@westmarkmanufacturing.com,100824_ALPNC,EE100824_CO004,1.0,2020-03-02
100825,EE100825,CO002,Amy,Amy,Gonzalez,amy.gonzalez@westmarkmanufacturing.com,1991-11-27,2019-10-25,2019-10-25,,06ACC1,Accounts Receivable Clerk,ACCTG,RFT,T,Terminated,WSTMF,102,100,100763,"Bailey, Anna",anna.bailey@westmarkmanufacturing.com,100825_WSTMF,EE100825_CO002,1.0,2020-08-13
100826,EE100826,CO001,Kenneth,Kenneth,Gray,kenneth.gray@northernpipeline.com,1973-04-15,2019-10-25,2019-10-25,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,NRTHP,121,210,101318,"Gonzalez, Rachel",rachel.gonzalez@prairieresources.ca,100826_NRTHP,EE100826_CO001,1.0,2020-09-20
100827,EE100827,CO001,Kimberly,Kimberly,Davis,kimberly.davis@northernpipeline.com,1972-08-25,2019-10-25,2019-10-25,,94LEG2,Paralegal,LEGAL,RFT,T,Terminated,NRTHP,100,220,100923,"Kelly, Barbara",barbara.kelly@prairieresources.ca,100827_NRTHP,EE100827_CO001,1.0,2022-06-16
100828,EE100828,CO002,Joseph,Joseph,Miller,joseph.miller@westmarkmanufacturing.com,1993-07-27,2019-10-28,2019-10-28,,89PRO2,Project Coordinator,PROJ,CON,T,Terminated,WSTMF,110,60,,,,100828_WSTMF,EE100828_CO002,1.0,2020-07-16
100829,EE100829,CO004,Donna,Donna,Lewis,donna.lewis@alpineconstruction.com,1992-04-23,2019-10-28,2019-10-28,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,A,Active,ALPNC,100,10,102752,"Carter, Michelle",michelle.carter@alpineconstruction.com,100829_ALPNC,EE100829_CO004,1.0,
100830,EE100830,CO002,Amanda,Amanda,Smith,amanda.smith@westmarkmanufacturing.com,1990-07-20,2019-11-01,2019-11-01,,26HR2,HR Generalist,HR,RPT,T,Terminated,WSTMF,100,130,101590,"Karlsson, Aaron",aaron.karlsson@prairieresources.ca,100830_WSTMF,EE100830_CO002,0.77,2023-05-07
100831,EE100831,CO003,Ruth,Ruth,Howard,ruth.howard@prairieresources.ca,2001-04-21,2019-11-01,2019-11-01,,33IT2,Systems Administrator,IT,RFT,T,Terminated,PRMRE,105,100,,,,100831_PRMRE,EE100831_CO003,1.0,2024-03-11
100832,EE100832,CO002,Margaret,Margaret,Mendoza,margaret.mendoza@westmarkmanufacturing.com,1997-10-22,2019-11-01,2019-11-01,,94LEG2,Paralegal,LEGAL,RFT,T,Terminated,WSTMF,102,60,101520,"Olsson, Jason",jason.olsson@alpineconstruction.com,100832_WSTMF,EE100832_CO002,1.0,2022-02-23
100833,EE100833,CO004,Kathleen,Kathleen,Bailey,kathleen.bailey@alpineconstruction.com,1998-09-12,2019-11-01,2019-11-01,,07ACC2,Accountant,ACCTG,RFT,T,Terminated,ALPNC,111,10,101010,"Martinez, Sofia",sofia.martinez@alpineconstruction.com,100833_ALPNC,EE100833_CO004,1.0,2024-02-28
100834,EE100834,CO002,William,William,Wood,william.wood@westmarkmanufacturing.com,1995-03-12,2019-11-05,2019-11-05,,02ADM2,Administrative Coordinator,ADMIN,RFT,T,Terminated,WSTMF,111,70,100206,"Richardson, Sakura",sakura.richardson@northernpipeline.com,100834_WSTMF,EE100834_CO002,1.0,2024-06-09
100835,EE100835,CO001,Jack,Jack,Harris,jack.harris@northernpipeline.com,1988-03-21,2019-11-06,2019-11-06,,03ADM3,Senior Administrative Coordinator,ADMIN,CON,T,Terminated,NRTHP,118,20,,,,100835_NRTHP,EE100835_CO001,1.0,2020-03-03
100836,EE100836,CO002,Benjamin,Benjamin,Brown,benjamin.brown@westmarkmanufacturing.com,1985-04-09,2019-11-08,2019-11-08,,89PRO2,Project Coordinator,PROJ,RPT,A,Active,WSTMF,110,80,100584,"Wood, Heather",heather.wood@westmarkmanufacturing.com,100836_WSTMF,EE100836_CO002,0.64,
100837,EE100837,CO003,Jeffrey,Jeffrey,Zhang,jeffrey.zhang@prairieresources.ca,1971-12-06,2019-11-08,2019-11-08,,67TEC3,Senior Service Technician,TECH,RPT,T,Terminated,PRMRE,105,150,,,,100837_PRMRE,EE100837_CO003,0.54,2025-01-04
100838,EE100838,CO002,Zara,Zara,Patel,zara.patel@westmarkmanufacturing.com,1996-11-28,2019-11-11,2019-11-11,,25HR1,HR Coordinator,HR,RPT,A,Active,WSTMF,107,30,102321,"Gray, Karen",karen.gray@westmarkmanufacturing.com,100838_WSTMF,EE100838_CO002,0.66,
100839,EE100839,CO002,George,George,Wood,george.wood@westmarkmanufacturing.com,1978-03-20,2019-11-13,2019-11-13,,35IT3,Senior Developer,IT,RPT,A,Active,WSTMF,105,180,,,,100839_WSTMF,EE100839_CO002,0.67,
100840,EE100840,CO003,Priya,Priya,Larsson,priya.larsson@prairieresources.ca,1989-12-18,2019-11-13,2019-11-13,,05ACC1,Accounts Payable Clerk,ACCTG,TFT,T,Terminated,PRMRE,117,120,,,,100840_PRMRE,EE100840_CO003,1.0,2020-03-03
100841,EE100841,CO001,Olga,Olga,Weber,olga.weber@northernpipeline.com,1988-06-18,2019-11-13,2019-11-13,,49OPS2,Operations Coordinator,OPS,RFT,A,Active,NRTHP,114,100,,,,100841_NRTHP,EE100841_CO001,1.0,
100842,EE100842,CO003,Larry,Larry,Reed,larry.reed@prairieresources.ca,1981-02-06,2019-11-14,2019-11-14,,16CSR4,Customer Service Team Lead,CSR,RFT,A,Active,PRMRE,102,150,,,,100842_PRMRE,EE100842_CO003,1.0,
